,Sample,moisture_content,pH,N_prop,C_prop,NH4N_prop,Si04Si_prop,N02N_prop,PO4P_prop,NO3N_prop
Sample,50.0,-0.3075770453565217,-0.35456521739130503,-0.5517391304347825,-5.347195652173913,-54.043763043478265,-37.86985217391304,-1.904708695652174,-0.3171260869565217,-4.284780434782607
moisture_content,-0.3075770453565217,0.020424160178023502,-0.04525835174065579,0.02322253662061305,0.2871263833796685,4.149822156968043,2.208775941641764,-0.007527305830719056,0.025890057574717386,-0.0029399368204718465
pH,-0.35456521739130503,-0.04525835174065579,0.14900851449275365,-0.04660739130434783,-0.60924375,-9.184760987318839,-4.502990119565216,0.0632918949275363,-0.05880441304347826,0.09713834239130441
N_prop,-0.5517391304347825,0.02322253662061305,-0.04660739130434783,0.03909939130434781,0.4786930869565217,4.534700504347826,2.3425140304347822,0.0035396608695652167,0.009545665217391301,0.02701033913043479
C_prop,-5.347195652173913,0.2871263833796685,-0.60924375,0.4786930869565217,5.95099550543478,56.622912523369564,28.89972980326087,-0.041791570652173954,0.10458783695652173,0.15915861793478248
NH4N_prop,-54.043763043478265,4.149822156968043,-9.184760987318839,4.534700504347826,56.622912523369564,964.7895358921558,529.7276461405434,-2.7441150382971022,7.134089655869569,-6.3028777044021735
Si04Si_prop,-37.86985217391304,2.208775941641764,-4.502990119565216,2.3425140304347822,28.89972980326087,529.7276461405434,298.643540775,-1.1507740510869562,4.300455863478259,-3.029916248369565
N02N_prop,-1.904708695652174,-0.007527305830719056,0.0632918949275363,0.0035396608695652167,-0.041791570652173954,-2.7441150382971022,-1.1507740510869562,0.1274106729710144,-0.012274690434782614,0.28770553641304353
PO4P_prop,-0.3171260869565217,0.025890057574717386,-0.05880441304347826,0.009545665217391301,0.10458783695652173,7.134089655869569,4.300455863478259,-0.012274690434782614,0.12000362260869571,-0.028922337173913033
NO3N_prop,-4.284780434782607,-0.0029399368204718465,0.09713834239130441,0.02701033913043479,0.15915861793478248,-6.3028777044021735,-3.029916248369565,0.28770553641304353,-0.028922337173913033,0.874863158967391
